证券代码,证券简称,营收区域结构
000761.SZ,本钢板材,华东:39%;东北:37.97%;出口:12.79%;华北:9.64%;西南:0.44%;西北:0.11%;中南:0.05%
000762.SZ,西藏矿业,西南:53.5%;西北:31.87%;其他:14.64%
000766.SZ,通化金马,华东:33.85%;华北:17.22%;华南:12.31%;西南:11.65%;华中地区:10.29%;东北:9.99%;西北:4.69%
000767.SZ,漳泽电力,华北地区:95.59%;其他业务(地区):9.4%;西北地区:4.46%;西南地区:0.49%;华东地区:0.41%;华南地区:0.06%;华中地区:0.05%;内部抵销:-10.46%
000768.SZ,中航西飞,国内:97.22%;国外:4.92%;内部抵销:-2.13%
000776.SZ,广发证券,总部:41.61%;境内子公司:37.95%;港澳台及海外:4.2%;上海:1.42%;湖北:1.08%;河北:0.96%;北京:0.81%;深圳:0.74%;辽宁:0.65%;浙江:0.55%;福建:0.5%;江苏:0.44%;陕西:0.42%;山东:0.28%;重庆:0.25%;四川:0.21%;云南:0.2%;河南:0.19%;吉林:0.16%;海南:0.15%;天津:0.14%;广西:0.11%;黑龙江:0.1%;甘肃:0.09%;安徽:0.08%;新疆:0.08%;江西:0.07%;湖南:0.06%;山西:0.05%;贵州:0.04%;内蒙古:0.03%;宁夏:0.01%;青海:0.01%;新内部抵销:-2.11%
000777.SZ,中核科技,国内阀门:87.34%;国外:11.19%;其他业务(地区):0.95%;国内毛坯:0.52%
000778.SZ,新兴铸管,国内:97.23%;国外:2.77%
000779.SZ,甘咨询,工程咨询省内:88.12%;工程咨询省外:6.53%;毛纺国外:3.94%;毛纺国内:1.26%;工程咨询国外:0.15%
000780.SZ,*ST平能,内蒙古自治区外:59.04%;内蒙古自治区内:40.96%
000782.SZ,美达股份,广东:28.01%;江浙:25.76%;福建:18.49%;国内其他:17.23%;境外:9.97%;其他业务(地区):0.54%
000783.SZ,长江证券,境内:99.46%;公司本部:75.54%;营业部:23.93%;湖北省:8.31%;上海市:3.43%;广东省:2.55%;北京市:1.37%;四川省:0.97%;浙江省:0.85%;福建省:0.74%;黑龙江省:0.66%;山东省:0.64%;河南省:0.55%;境外:0.54%;辽宁省:0.52%;江苏省:0.48%;重庆市:0.42%;湖南省:0.37%;陕西省:0.36%;新疆维吾尔族自治区:0.33%;河北省:0.3%;天津市:0.28%;安徽省:0.24%;江西省:0.24%;宁夏回族自治区:0.07%;广西壮族自治区:0.06%;云南省:0.06%;山西省:0.04%;甘肃省:0.03%;青海省:0.03%;吉林省:0.02%;内蒙古自治区:0.02%
000785.SZ,居然之家,华北:50.76%;华中:16.98%;西南:8.99%;东北:8.12%;华东:7.1%;西北:5.89%;华南:2.17%
000786.SZ,北新建材,北方:42.27%;南方:36.63%;西部:20.35%;国外:0.75%
000788.SZ,北大医药,国内:99.47%;其他业务(地区):0.53%
000789.SZ,万年青,江西:88.43%;福建:7.83%;浙江:2.9%;广东:0.43%;安徽:0.37%;湖北省:0.03%
000790.SZ,华神科技,四川省外:77.35%;四川省内:22.65%
000791.SZ,甘肃电投,甘肃:100%
000792.SZ,*ST盐湖,国内:99.47%;国外:0.53%
000793.SZ,华闻集团,华南地区:27.6%;西北地区:26.56%;华北地区:20.67%;华东地区:12.06%;西南及其他地区:10.3%;东北地区:1.25%;其他业务(地区):1.14%;华中地区:0.42%
000795.SZ,英洛华,国内:66.62%;国外:33.38%
000796.SZ,凯撒旅业,北京:49.05%;华南:11.22%;华东地区:9.72%;东北地区:8.42%;华中地区:8.1%;西南地区:6.74%;国外:3.75%;华北地区(京津以外地区):1.78%;西北:1.23%
000797.SZ,中国武夷,福建:45.22%;港澳台及海外:36.95%;江苏:15.49%;重庆:2.29%;北京:0.05%
000798.SZ,中水渔业,国内:66.68%;国外:33.32%
000799.SZ,酒鬼酒,华中:58.03%;华北:24.43%;华东:7.33%;其他:5.24%;华南:4.65%;其他业务(地区):0.32%
000800.SZ,一汽解放,华东:23.93%;华北:16.15%;其他业务(地区):14.06%;东北:12.03%;华南:10.78%;西南:6.98%;直销:5.52%;中南:5.42%;西北:5.12%
000801.SZ,四川九洲,境内:84.26%;境外:15.74%
000802.SZ,北京文化,北京:96.44%;西藏:1.97%;浙江:1.41%;香港:0.18%
000803.SZ,*ST北能,四川:75.01%;四川省外:24.99%
000806.SZ,*ST银河,南部:37.83%;北部:23.24%;西部:21.65%;东部:16.88%;国外:0.41%
000807.SZ,云铝股份,国内:96.98%;国外:3.02%
000809.SZ,铁岭新城,铁岭地区:100%
000810.SZ,创维数字,内销:63.07%;出口:36.15%;其他业务(地区):0.79%
000811.SZ,冰轮环境,国内:79.86%;国外:20.14%
000812.SZ,陕西金叶,陕西:36.77%;江苏:21.71%;云南:19.92%;四川:10.28%;贵州:4.69%;河南:3.78%;其他地区:2.34%;湖北:0.51%
000813.SZ,德展健康,国内:99.95%;国外:0.05%
000815.SZ,美利云,西北:46.24%;华东:20.62%;其他地区:13.89%;华北:10.13%;华南:6.99%;其他业务(地区):2.13%
000816.SZ,智慧农业,国内:55.58%;国外:44.42%
000818.SZ,航锦科技,国内:99.73%;国外:0.27%
000819.SZ,岳阳兴长,湖南:67.44%;其他:32.56%
000820.SZ,*ST节能,境内:87.97%;其他业务(地区):12.03%
000821.SZ,京山轻机,国内(自动化生产线):27.41%;国内销售-包装机械:22.36%;国内(铸造产品):16.4%;国外(自动化生产线):10.98%;国外(纸制品包装机械):8.49%;国内(贸易):7.8%;国内(精密件):1.9%;国内(其他):1.55%;国外(精密件):1.2%;国内(数码打印控制系统):1.04%;国外(贸易):0.86%
000822.SZ,山东海化,山东:56.9%;华东地区:20.08%;国外:8.35%;华北地区:6.97%;华南:4.62%;东北:3.03%;其他地区:0.05%
000823.SZ,超声电子,境外(含港澳):59.59%;境内:39.07%;其他业务(地区):1.34%
000825.SZ,太钢不锈,华北:42.46%;华东:33.53%;国外:12.86%;中南:6.58%;东北:1.93%;西南:1.7%;西北:0.94%
000826.SZ,启迪环境,华中:41.42%;华东地区:21.88%;华北:21.67%;西南:5.01%;华南地区:4.15%;东北:3.57%;西北:2.3%
000828.SZ,东莞控股,广东省:98.77%;其他业务(地区):1.23%
000829.SZ,天音控股,南区:38.29%;北区:28.33%;东区:25.97%;西区:7.41%
000830.SZ,鲁西化工,国内:93.83%;国外:6.17%
000831.SZ,五矿稀土,国内:100%
000833.SZ,粤桂股份,华南:83.01%;西南:8.3%;华东:4.07%;华中:3.2%;华北:1.3%;出口:0.11%;东北:0.01%
000835.SZ,*ST长动,华北:69.45%;华东:30.55%
000836.SZ,富通鑫茂,内销:99.89%;外销:0.11%
000837.SZ,*ST秦机,西北地区:35.71%;华东地区:28.66%;华北地区:8.73%;国外地区:7.87%;华中地区:6.17%;华南地区:5.46%;西南地区:3.93%;东北地区:1.77%;其他业务(地区):1.7%
000838.SZ,财信发展,重庆:75.57%;江苏:23.64%;陕西:0.69%;北京:0.1%
000839.SZ,中信国安,华南:60.24%;北京:56.72%;华东:5.54%;华北:5.41%;上海:3.21%;西南:2.79%;西北:1.44%;东北:0.97%;华中:0.25%;内部抵销:-36.56%
000848.SZ,承德露露,国内:100%
000850.SZ,华茂股份,国内:77.63%;欧洲:11.85%;亚洲:6.86%;其他业务(地区):3.63%;美洲地区:0.03%
000851.SZ,高鸿股份,华东:78.49%;华北:14.78%;华南:2.5%;华中:1.23%;东北:1%;西南:0.93%;境内其他:0.49%;西北:0.47%;其他业务(地区):0.11%
000852.SZ,石化机械,国内:89.14%;国外:7.54%;其他业务(地区):3.32%
000856.SZ,冀东装备,北方:79.26%;南方:19.53%;国外:1.22%
000858.SZ,五粮液,国内:100%
000859.SZ,国风塑业,国内:81.97%;国外:18.03%
000860.SZ,顺鑫农业,外埠:64.58%;北京:35.08%;其他业务(地区):0.35%
000861.SZ,海印股份,华南:74.78%;华东:25.22%
000862.SZ,银星能源,西北:92.11%;华北:7.89%
000863.SZ,三湘印象,上海:94.15%;其他:5.85%
000868.SZ,ST安凯,内销:84.26%;出口:15.74%
000869.SZ,张裕A,国内:89.1%;国外:10.9%
000875.SZ,吉电股份,东北:72.81%;华东地区:12.49%;西北地区:7.76%;华北地区:3.79%;西南地区:2.11%;华中地区:1.03%
000876.SZ,新希望,国内:88.92%;国外:11.08%
000877.SZ,天山股份,新疆:60.23%;江苏:39.77%
000878.SZ,云南铜业,省内:29.4%;北京:21.68%;上海:19.9%;深圳:17.44%;港澳台及海外:7.7%;成都:3.88%
000880.SZ,潍柴重机,国内:88.91%;国外:11.09%
000881.SZ,中广核技,国内:83.59%;港澳台及海外:16.41%
000882.SZ,华联股份,NaN
000883.SZ,湖北能源,国内:95.51%;秘鲁:4.49%
000885.SZ,城发环境,河南:100%
000886.SZ,海南高速,海南:100%
000887.SZ,中鼎股份,国外:66.93%;国内:30.17%;其他业务(地区):2.9%
000888.SZ,峨眉山A,国内:100%
000889.SZ,中嘉博创,其他业务(地区):51.87%;长江以南:32.63%;长江以北:15.5%
000890.SZ,*ST胜尔,境内:94.65%;境外:2.83%;其他业务(地区):2.52%
000892.SZ,欢瑞世纪,国内:100%
000893.SZ,亚钾国际,境外:78.92%;广东:14.08%;广东省外:7%
000895.SZ,双汇发展,长江以北:71.64%;长江以南:40.52%;其他业务(地区):0.06%;内部抵销(地区):-12.22%
000897.SZ,津滨发展,天津:90.03%;其他业务(地区):9.24%;福建:0.73%
000898.SZ,鞍钢股份,中国大陆:92.83%;出口:6.7%;其他业务(地区):0.47%
000899.SZ,赣能股份,江西省:100%
000900.SZ,现代投资,上海市:69.09%;湖南:29.06%;其他业务(地区):1.85%
000901.SZ,航天科技,出口仪表:62.55%;华北:21.41%;华东:6.99%;其他:4.27%;东北:2.54%;华中:1.89%;其他业务(地区):0.34%
000902.SZ,新洋丰,华南:27.48%;华北:22.13%;东北:17.53%;南方区域:16.93%;西北地区:13.14%;国外:2.79%
000903.SZ,云内动力,国内:95.9%;其他业务(地区):4.03%;国外:0.07%
000905.SZ,厦门港务,中国大陆:100%
000906.SZ,浙商中拓,境内:95.8%;境外:9.02%;不同分部间抵消(地区):-4.82%
000908.SZ,景峰医药,华东:33.64%;国外:17.21%;西南:15.06%;华北:13.15%;东北:6.86%;华南:5.71%;华中:4.6%;西北:3.77%
000909.SZ,数源科技,国内:100%
000910.SZ,大亚圣象,华东:31.26%;华南:21.42%;中南:16.4%;国外:11.91%;华北:11.63%;西北:3.56%;西南:3.29%;其他业务(地区):0.54%
000911.SZ,南宁糖业,区外:60%;区内:40%
000912.SZ,泸天化,国内:100%
000913.SZ,钱江摩托,境内:64.16%;境外:35.84%
000915.SZ,山大华特,NaN
000917.SZ,电广传媒,广东:51.16%;湖南:31.04%;北京:12.22%;其他:5.58%
000918.SZ,嘉凯城,浙江:34.55%;江苏:21.16%;上海:6.83%;北京:4.72%;广东:3.9%;江西:2.75%;山西:2.54%;河南:2.42%;湖北:2.3%;广西:1.96%;辽宁:1.93%;山东:1.92%;湖南:1.78%;黑龙江:1.38%;深圳市:1.35%;贵州:1.31%;安徽:1.3%;河北:1.17%;吉林:0.97%;陕西:0.69%;重庆:0.67%;四川:0.55%;内蒙:0.52%;甘肃:0.44%;海南:0.43%;宁夏:0.42%;天津:0.02%
000919.SZ,金陵药业,华东:92.81%;中、西南:5.17%;西北:0.69%;东北:0.68%;华北:0.54%;新疆:0.11%
000920.SZ,南方汇通,贵阳:91.38%;北京:8.62%
000921.SZ,海信家电,境内:60.64%;境外:30.66%;其他业务(地区):8.69%
000922.SZ,佳电股份,华东:35.36%;华北:19.8%;东北:17.77%;华中:9.57%;西南:5.82%;西北:5.62%;华南:2.85%;其他业务(地区):2.84%;海外地区:0.35%
000923.SZ,河钢资源,亚洲:70.62%;非洲:17.19%;欧洲:7.18%;国内:3.87%;美洲:1.13%
000925.SZ,众合科技,国内:96.95%;国外:3.05%
000926.SZ,福星股份,华中:82.7%;华北:5.44%;其他业务(地区):5.05%;其他地区:4.21%;出口:2.6%
000927.SZ,*ST夏利,国内:90.55%;其他业务(地区):8.2%;其他(地区):1.26%
000928.SZ,中钢国际,境内:82.21%;境外:17.79%
000929.SZ,兰州黄河,省内:97.32%;省外:2.68%
000930.SZ,中粮科技,国内:92.17%;国外:7.83%
000931.SZ,中关村,华北及东北:55.51%;华南及华中:17.76%;华东:11.64%;西部:8.31%;其他业务(地区):6.78%
000932.SZ,华菱钢铁,国内销售:89.57%;出口:5.34%;其他业务(地区):5.09%
000933.SZ,神火股份,华中:46.88%;华东:39.17%;其他-华南、华北等:13.96%
000935.SZ,四川双马,四川及贵州地区:78.85%;西藏等地区:20.7%;北京地区:0.45%
000936.SZ,华西股份,华东:44.66%;其他(地区):24.47%;华北:14.81%;华中:10.2%;华南:5.87%
000937.SZ,冀中能源,华北:82.64%;华东:8.23%;华南:8.2%;东北:0.87%;出口:0.05%;西北:0.01%
000938.SZ,紫光股份,境内:91.94%;境外:8.06%
000948.SZ,南天信息,华北:47.25%;华南:23.33%;华东:13.64%;西南:13.13%;西北:0.96%;华中:0.88%;其他业务(地区):0.82%
000949.SZ,新乡化纤,内销:73.28%;海外:26.72%
000950.SZ,重药控股,国内:100%
000951.SZ,中国重汽,国内:100%
000952.SZ,广济药业,国内:63.87%;国外:36.13%
000953.SZ,*ST河化,华南:97.75%;其他业务(地区):2.25%
000955.SZ,欣龙控股,海南本部:35.65%;中南:21.02%;国外地区:20.4%;东北:15.25%;华南:5.94%;其他业务(地区):1.52%;西南:0.22%
000957.SZ,中通客车,国内:82.74%;国外:17.26%
000958.SZ,东方能源,国内:100%
000959.SZ,首钢股份,华北:35.25%;华东:32.33%;华南:17.28%;出口:5.29%;其他业务(地区):4.26%;中南:2.08%;东北:1.95%;西南:1.17%;西北:0.4%
000960.SZ,锡业股份,国内:89.95%;国外:14.7%;抵销(地区):-4.65%
000961.SZ,中南建设,NaN
000962.SZ,东方钽业,国外:55.64%;国内:41.2%;其他业务(地区):3.16%
000963.SZ,华东医药,国内:98.41%;出口:1.59%
000965.SZ,天保基建,天津:100%
000966.SZ,长源电力,湖北:100%
000967.SZ,盈峰环境,国内:99.56%;国外:0.44%
000968.SZ,蓝焰控股,山西省内:100%
000969.SZ,安泰科技,国内:67.98%;国外:32.02%
000970.SZ,中科三环,内销:100.32%;外销:54.18%;其他业务(地区):1.67%;内部抵销:-56.18%
000971.SZ,*ST高升,华北:34.53%;华东:24.61%;东北:20.28%;华中区:11.42%;华南:7.22%;西南:2.65%;西北:0.81%;国外:0.03%;其他业务(地区):0.03%;内部销售抵消(地区):-1.59%
000972.SZ,ST中基,国内:92.57%;其他业务(地区):7.43%
000973.SZ,佛塑科技,华南:47.81%;华东:15.62%;其他:15.03%;其他业务(地区):10.99%;西南:4.63%;华中:2.57%;西北:1.7%;华北:1.31%;东北:0.35%
000975.SZ,银泰黄金,上海:55.12%;黑龙江:18.21%;内蒙古:10.16%;青海:9.13%;吉林:7.39%
000976.SZ,华铁股份,国内:100%
000977.SZ,浪潮信息,国内:87.99%;国外:11.52%;其他业务(地区):0.49%
000978.SZ,桂林旅游,广西:100%
000980.SZ,*ST众泰,国内:98.41%;国外:1.59%
000981.SZ,*ST银亿,华东:64.44%;境外:24.13%;西部:10.97%;东北:0.45%
000982.SZ,*ST中绒,国外:65.32%;国内:34.68%
000983.SZ,山西焦煤,华北:76.68%;南方:16.44%;东北:6.06%;出口:0.83%
000985.SZ,大庆华科,国内:98.58%;国外:1.42%
000987.SZ,越秀金控,华南地区:97.01%;华东地区:1.52%;其他地区:0.83%;华北地区:0.53%;西南地区:0.11%
000988.SZ,华工科技,国内:89.22%;国外:10.78%
000989.SZ,九芝堂,华中区:41.77%;华东区:15.76%;华南区:12.93%;东北区:11.62%;西南区:6.83%;华北区:5.41%;西北区:5.07%;其他业务(地区):0.61%
000990.SZ,诚志股份,江浙地区:74.5%;河北地区:8.79%;辽宁:6.64%;其他地区:4.57%;北京:2.61%;广东:1.55%;江西:1.33%
000993.SZ,闽东电力,福建:88.42%;吉林省:5.62%;辽宁:3.04%;其他业务(地区):2.91%
000995.SZ,皇台酒业,省内:59.1%;省外:40.49%;其他业务(地区):0.41%
000996.SZ,中国中期,华南:99.99%;北京:0.01%
000997.SZ,新大陆,国内:89.85%;国外:10.15%
000998.SZ,隆平高科,其他业务(地区):34.99%;华中:30.32%;华东:16.21%;西南:5.98%;华北:4.55%;国外:2.76%;华南:2.57%;西北:1.64%;东北:0.99%
000999.SZ,华润三九,南方:30.93%;华东:30.19%;西部:21.58%;北方:17.04%;海外:0.27%
001696.SZ,宗申动力,国内:52.99%;外销:43.34%;其他业务(地区):3.67%
001872.SZ,招商港口,中国大陆、台湾及香港地区:73.18%;其他地区:26.82%
001896.SZ,豫能控股,华中:100%
001914.SZ,招商积余,物业管理-深圳区域:33%;物业管理-华东区域:13.54%;华北区域:12.47%;物业管理-华中区域:10.04%;物业管理-西南区域:9.19%;物业管理-华南区域(不含深圳区域):6.44%;资产管理-华东区域:3.54%;资产管理-华南区域(不含深圳区域):3.33%;其他-华东区域:2.57%;其他-华南区域(不含深圳区域):2.24%;资产管理-深圳区域:2.16%;资产管理-西南区域:1.12%;其他-深圳区域:0.32%;物业管理-港澳台区域:0.03%
001965.SZ,招商公路,西南地区:41.89%;华东地区:31.96%;华北地区:9.38%;华南地区:8.7%;华中地区:5.27%;西北地区:2.8%
001979.SZ,招商蛇口,深圳区域:22.15%;华东区域:20.69%;江南区域:12.23%;西南区域:11.76%;华中区域:11.29%;华南区域:10.59%;华北区域:7.4%;东南区域:3.24%;海外:0.65%
002001.SZ,新和成,国外:57.87%;国内:42.13%
002002.SZ,鸿达兴业,华南:42.71%;华东:24.89%;西北:17.32%;华北:11.64%;华中:2.39%;国外:0.51%;西南:0.38%;东北:0.17%
002003.SZ,伟星股份,国内:74.59%;国外:25.41%
002004.SZ,华邦健康,国内销售:60.85%;国外:37.39%;其他业务(地区):1.76%
002005.SZ,ST德豪,国外:53.85%;中国大陆:42.22%;其他业务(地区):3.93%
002006.SZ,精功科技,国内:93%;国际:7%
002007.SZ,华兰生物,国内:99.63%;其他业务(地区):0.35%;国外:0.02%
002008.SZ,大族激光,华南:47.64%;北方:14.62%;江沪:12.78%;海外:9.4%;西南:8.88%;浙江:6.69%
002009.SZ,天奇股份,境内:73.18%;海外:26.82%
002010.SZ,传化智联,华东:51.43%;其他:39.77%;华北:4.55%;华南:3.58%;其他业务(地区):0.67%
002011.SZ,盾安环境,国内:85.1%;出口:14.9%
002012.SZ,凯恩股份,内销:93.19%;外销:4.29%;其他业务(地区):2.52%
002013.SZ,中航机电,国内:94.68%;国外:5.32%
002014.SZ,永新股份,国内:88.79%;国际:8.76%;其他业务(地区):2.45%
002015.SZ,协鑫能科,国内:99.79%;国外:0.21%
002016.SZ,世荣兆业,珠海:89.66%;其他业务(地区):10.34%
002017.SZ,东信和平,境内:75.46%;境外:24.54%
002019.SZ,亿帆医药,国内:70.22%;国外:29.78%
002020.SZ,京新药业,华东:36.79%;华中华南:18.89%;华北:17.14%;国外:14.28%;其他:11.74%;其他业务(地区):1.16%
002021.SZ,ST中捷,国外:52.11%;国内:47.73%;其他业务(地区):0.16%
002022.SZ,科华生物,国内:90.81%;国外:9.19%
002023.SZ,海特高新,华北:28.3%;西南:20.74%;国外:19.96%;华东:16.57%;中南:9.15%;东北:4.15%;西北:1.12%
002024.SZ,苏宁易购,华东一区:30.38%;华东二区:15.82%;华北:13.88%;华南:11.33%;西南:8.48%;华中:6.28%;东北:3.74%;西北:3.41%;日本:2.72%;其他业务(地区):2.09%;香港:1.87%
002025.SZ,航天电器,华东:29.78%;华北:29.18%;西南:11.61%;其他:10.99%;西北:10.26%;中南:7.4%;其他业务(地区):0.79%
002026.SZ,山东威达,国内:67.03%;国外:32.97%
002027.SZ,分众传媒,华东:35.04%;华南:21.11%;华北:19.04%;西南:11.35%;华中:8.11%;其他地区:5.36%
002028.SZ,思源电气,华北:23.17%;海外地区:21.32%;华东:15.01%;华中地区:14.07%;华南:9.7%;西北地区:8.54%;东北地区:5.4%;西南地区:2.8%
002029.SZ,七匹狼,华东:58.32%;华南:13.44%;西南:9.87%;华中:8.19%;华北:5.57%;东北:2.72%;西北:1.8%;国际:0.08%
002030.SZ,达安基因,华南以外:64.22%;华南:35.78%
002031.SZ,巨轮智能,国内:64.64%;境外:30.52%;其他业务(地区):4.84%
002032.SZ,苏泊尔,国内:74.26%;国外:25.74%
002033.SZ,丽江股份,丽江:89.76%;其他业务(地区):9.35%;香格里拉:0.45%;巴塘:0.44%
002034.SZ,旺能环境,浙江:61.54%;浙江省外:38.46%
002035.SZ,华帝股份,华南:19.43%;西南:16.51%;其他:15.82%;华东:15.04%;华中:14.46%;华北:13.9%;东北:3.4%;其他业务(地区):1.43%
002036.SZ,联创电子,国内:69.15%;国外:30.85%
002037.SZ,保利联合,省内:72.01%;贵州省外:11.86%;山东:6.49%;河南:4.83%;甘肃:4.82%
002038.SZ,双鹭药业,中南:28.97%;华东:28.78%;华北:15.95%;东北:12.49%;西南:9.03%;西北:3.62%;其他业务(地区):1.04%;总经销:0.12%
002039.SZ,黔源电力,贵州:98.22%;其他业务(地区):1.78%
002040.SZ,南京港,南京港港区:100%
002041.SZ,登海种业,北方:86.84%;南方:13.16%
002042.SZ,华孚时尚,国内销售:84.65%;港澳台及海外:14.87%;其他业务(地区):0.48%
002043.SZ,兔宝宝,国内:95.74%;国外:4.26%
002044.SZ,美年健康,华北区:34.04%;华东区:23.8%;中南区:11.29%;西南区:10.39%;华南区:9.34%;东北区:5.87%;西北区:5.27%
002045.SZ,国光电器,中国大陆:39.64%;欧洲:26.25%;美国:20.74%;其他:9.52%;香港:3.85%
002046.SZ,国机精工,境内:77.47%;境外:20.59%;其他业务(地区):1.94%
002047.SZ,宝鹰股份,华南:46.1%;西南:15.08%;华中:15.03%;华东:12.89%;华北:4.99%;国外:4.12%;东北:0.97%;西北:0.81%
002048.SZ,宁波华翔,内销:81.27%;外销:18.73%
002049.SZ,紫光国微,国内:80.64%;国外:18.82%;其他业务(地区):0.54%
002050.SZ,三花智控,国外:50.43%;国内:49.57%
002051.SZ,中工国际,境内:52.14%;中国境外:47.86%
002052.SZ,*ST同洲,国外:62.33%;国内:37.67%
002053.SZ,云南能投,云南:83.68%;云南省外:9.36%;其他业务(地区):6.96%
002054.SZ,德美化工,华东:48.72%;中南:25.66%;出口销售:10.06%;华北:9.46%;东北:3.87%;西南:1.34%;西北:0.89%
002055.SZ,得润电子,中国大陆地区:80.01%;国外:19.99%
002056.SZ,横店东磁,国内:58.44%;境外销售:40.54%;其他业务(地区):1.02%
002057.SZ,中钢天源,境内:94.62%;境外:3.28%;其他业务(地区):2.11%
002058.SZ,威尔泰,华东:41.95%;南方:24.05%;西北:21.81%;北方:12.19%
002059.SZ,云南旅游,云南:75.15%;深圳市:24.57%;江苏:0.28%
002060.SZ,粤水电,广东:72.69%;其他:19.93%;湖南:5.56%;广西:1.82%
002061.SZ,浙江交科,国内:94.58%;国外:5.42%
002062.SZ,宏润建设,华东:77.31%;东北:10.48%;华南:8.44%;华北:1.79%;西北:1.16%;华中:0.81%
002063.SZ,远光软件,华东:29.53%;华北:26.82%;华中:14.15%;南方:12.93%;西北:8.96%;东北:7.61%
002064.SZ,华峰氨纶,国内:86.88%;国外:13.12%
002065.SZ,东华软件,华北:63.19%;华东:13.85%;东北:6.21%;西北:5.21%;西南:4.83%;华中:3.9%;华南:2.77%;其他业务(地区):0.05%
