证券代码,证券简称,营收区域结构
603605.SH,珀莱雅,其他区:42.43%;华东区:18.19%;华中区:12.64%;华南区:5.79%;华北区:5.59%;西南区:4.95%;中国香港及境外:4.74%;西北区:3.41%;东北区:2.04%;其他业务(地区):0.23%
603606.SH,东方电缆,内销:99.31%;外销:0.5%;其他业务(地区):0.19%
603607.SH,京华激光,华东地区:55.35%;华中地区:22.13%;华南地区:14.32%;西南地区:6.3%;国际地区:0.92%;其他业务(地区):0.74%;华北地区:0.24%;西北地区:0.01%
603608.SH,天创时尚,华南地区:25.3%;华东地区:20.72%;其他中国内地地区:18.12%;华北地区:13.1%;西南地区:8.75%;东北地区:6.51%;华中地区:6.1%;西北地区:1.24%;其他业务(地区):0.17%
603609.SH,禾丰牧业,东北:48.44%;华中华南:15.45%;华东:13.03%;华北:12.27%;西北:5.21%;西南:3.81%;国外:1.74%;其他业务(地区):0.05%
603610.SH,麒盛科技,境外:93.81%;境内:3.83%;其他业务(地区):2.36%
603611.SH,诺力股份,国外销售:49.9%;国内销售:49.59%;其他业务(地区):0.5%
603612.SH,索通发展,国内:59.98%;国外:32.85%;其他业务(地区):7.17%
603613.SH,国联股份,华东:45.76%;华中:21.06%;其他(地区):12.5%;华北:11.29%;华南:9.39%
603615.SH,茶花股份,境内:98.19%;外销:1.2%;其他业务(地区):0.61%
603616.SH,韩建河山,华北地区:41.09%;华中地区:36.84%;华东地区:10.01%;华南地区:5.77%;东北地区:4.35%;其他业务(地区):1.94%
603617.SH,君禾股份,欧洲:65.6%;北美:22.77%;亚洲:5.48%;大洋洲:2.19%;其他业务(地区):1.78%;非洲:1.21%;南美:0.96%
603618.SH,杭电股份,境内:98.33%;国外:1.48%;其他业务(地区):0.19%
603619.SH,中曼石油,国外:78.48%;国内:21.14%;其他业务(地区):0.38%
603626.SH,科森科技,境外地区:52.22%;境内地区:44.75%;其他业务(地区):3.02%
603628.SH,清源股份,境外:56.49%;境内:42.88%;其他业务(地区):0.63%
603629.SH,利通电子,国内:94.85%;其他业务(地区):3.36%;境外:1.79%
603630.SH,拉芳家化,华东地区:25.64%;华南地区:22.26%;西南地区:19.35%;华中地区:16.97%;华北地区:9.61%;西北地区:3.24%;东北地区:2.85%;其他业务(地区):0.07%
603633.SH,徕木股份,国内:78.61%;国外:17.36%;其他业务(地区):4.03%
603636.SH,南威软件,华南区:79.41%;华北区:12.76%;华东区:4.61%;西部区:3.12%;其他业务(地区):0.11%
603637.SH,镇海股份,境内:96.66%;境外:3.34%
603638.SH,艾迪精密,国内:89.94%;国外:9.03%;其他业务(地区):1.03%
603639.SH,海利尔,国内:66.35%;出口:33.65%
603648.SH,畅联股份,内地:99.15%;港澳台及海外:0.63%;其他业务(地区):0.21%
603650.SH,彤程新材,中国大陆:79.69%;其他地区:20.31%
603655.SH,朗博科技,国内:98.18%;出口:1.38%;其他业务(地区):0.44%
603656.SH,泰禾智能,国内:61.21%;国外:37.08%;其他业务(地区):1.72%
603657.SH,春光科技,境内:88.92%;境外:11.08%
603658.SH,安图生物,中南地区:30.76%;华东地区:23%;西南地区:14.94%;华北地区:12.82%;西北地区:8.5%;东北地区:5.54%;其他业务(地区):2.85%;出口:1.59%
603659.SH,璞泰来,华东地区:54.62%;华南地区:16.29%;境外:15.09%;华北地区:6.42%;华中地区:4.59%;西南:1.79%;西北:0.62%;东北:0.4%;其他业务(地区):0.18%
603660.SH,苏州科达,南方:59.15%;北方:37.71%;其他业务(地区):1.92%;国外市场:1.23%
603661.SH,恒林股份,外销:83.34%;内销:16.02%;其他业务(地区):0.64%
603662.SH,柯力传感,内销:76.54%;外销:23.46%
603663.SH,三祥新材,北方市场:43.28%;其他地区:20.41%;南方市场:18.96%;长三角市场:13.35%;其他业务(地区):4%
603665.SH,康隆达,港澳台及海外:84.67%;境内:14.17%;其他业务(地区):1.16%
603666.SH,亿嘉和,华东地区:87.33%;华北地区:8.37%;其他业务(地区):1.98%;西南地区:0.96%;东北地区:0.66%;华南地区:0.5%;华中地区:0.2%
603667.SH,五洲新春,境内:58.01%;境外:39.29%;其他业务(地区):2.7%
603668.SH,天马科技,华东地区:72.32%;华南地区:13.87%;外销:10.08%;华中地区:1.79%;华北地区:0.84%;西南地区:0.69%;东北地区:0.31%;其他业务(地区):0.08%
603669.SH,灵康药业,华东:24.28%;西南:20.6%;华北:13.51%;华中:13.51%;华南:11.46%;西北:11.24%;东北:5.4%
603676.SH,卫信康,华东:32.09%;华北:23.42%;东北:12.89%;西南:10.44%;华南:8.53%;华中:8.38%;西北:4.24%;其他业务(地区):0.02%
603677.SH,奇精机械,内销:73.14%;外销:26.07%;其他业务(地区):0.8%
603678.SH,火炬电子,境内:94.06%;境外:4.48%;其他业务(地区):1.46%
603679.SH,华体科技,四川省内:56.32%;四川省外:42.9%;其他业务(地区):0.77%
603680.SH,今创集团,境内:73.81%;境外:23.28%;其他业务(地区):2.91%
603681.SH,永冠新材,外销:65.73%;内销:34.17%;其他业务(地区):0.1%
603682.SH,锦和商业,NaN
603683.SH,晶华新材,内销:74.82%;外销:24.76%;其他业务(地区):0.41%
603685.SH,晨丰科技,国内:72.41%;国外:19.14%;其他业务(地区):8.45%
603686.SH,龙马环卫,华东:44.05%;华南:15.74%;东北:9.27%;华北:9.12%;西南:9.02%;华中:7.07%;西北:4.49%;其他业务(地区):0.89%;国外:0.36%
603687.SH,大胜达,华东地区:73.62%;其他地区:14.09%;西南地区:7.99%;其他业务(地区):2.82%;境外地区:1.47%
603688.SH,石英股份,国内:68.89%;国外:29.92%;其他业务(地区):1.19%
603689.SH,皖天然气,安徽省:99.86%;其他业务(地区):0.14%
603690.SH,至纯科技,华东:60.15%;华北:11.89%;华南:9.62%;华中:7.65%;西北:6.29%;西南:3.73%;东北:0.34%;其他业务(地区):0.34%
603693.SH,江苏新能,江苏:99.78%;美国:0.2%;其他业务(地区):0.01%
603696.SH,安记食品,华东:39.25%;其他业务(地区):31.12%;中南:22.66%;海外:3.14%;华北:1.16%;东北:1.08%;西南:1.07%;西北:0.53%
603697.SH,有友食品,西南:55.92%;华东:21.31%;西北:6.02%;华北:5.88%;华南:5.12%;华中:3.39%;东北:2.09%;其他业务(地区):0.26%
603698.SH,航天工程,华北:37.19%;华南:30.75%;华东:23.77%;西北:7.45%;其他地区:0.84%
603699.SH,纽威股份,境外:55.25%;境内:44.2%;其他业务(地区):0.54%
603700.SH,宁水集团,境内:84.89%;境外:14.39%;其他业务(地区):0.72%
603701.SH,德宏股份,国内:98.24%;其他业务(地区):1.7%;国外:0.07%
603703.SH,盛洋科技,国外:57.68%;国内:41.71%;其他业务(地区):0.61%
603706.SH,东方环宇,新疆地区:99.07%;其他业务(地区):0.93%
603707.SH,健友股份,国外:71.73%;国内:28.18%;其他业务(地区):0.1%
603708.SH,家家悦,胶东地区:78.44%;山东其他地区:14.46%;其他业务(地区):7.1%
603709.SH,中源家居,境外销售:98.68%;境内销售:1.09%;其他业务(地区):0.23%
603711.SH,香飘飘,华东:43.72%;华中:16.29%;西南:13.47%;西北:8.15%;华北:6.1%;华南:5.08%;电子商务:3.14%;东北:2.55%;其他业务(地区):0.91%;国外:0.44%;直营:0.16%
603712.SH,七一二,境内:96.72%;其他业务(地区):3.27%;境外:0.01%
603713.SH,密尔克卫,非上海地区:50.23%;上海地区:49.37%;其他业务(地区):0.4%
603716.SH,塞力医疗,湖北省:34.94%;山东省:14.36%;湖南省:11.03%;国内其他:9.53%;内蒙古自治区:9.5%;河南省:5.45%;北京市:5.32%;江苏省:5.03%;辽宁省:4.83%
603717.SH,天域生态,华东地区:66.22%;西南地区:9.54%;华南地区:8.48%;华中地区:8.44%;西北地区:7.14%;其他业务(地区):0.35%;华北地区:0.17%;东北地区:-0.34%
603718.SH,海利生物,境内:99.92%;境外:0.08%
603719.SH,良品铺子,线上平台:47.86%;华中:32.54%;华东:7.18%;西南:5.36%;华南:4.58%;其他业务(地区):1.49%;其他(其他):0.98%
603721.SH,中广天择,国内:95.92%;其他业务(地区):4.08%
603722.SH,阿科力,出口:41.28%;华东地区:32.4%;华南地区:14%;华北地区:10.28%;华中地区:1.9%;西南地区:0.13%
603725.SH,天安新材,国内:93.35%;境外:5.33%;其他业务(地区):1.32%
603726.SH,朗迪集团,境内:93.47%;境外:4.72%;其他业务(地区):1.8%
603727.SH,博迈科,港澳台及海外:95.78%;国内:3.88%;其他业务(地区):0.35%
603728.SH,鸣志电器,内销:55.48%;外销:44.52%
603729.SH,龙韵股份,华东地区:73.57%;华北地区:19.63%;中南地区:4.85%;西南地区:1.25%;西北地区:0.68%;东北地区:0.02%
603730.SH,岱美股份,外销:82.1%;内销:15.57%;其他业务(地区):2.33%
603733.SH,仙鹤股份,内销:91.82%;外销:4.52%;其他业务(地区):3.66%
603737.SH,三棵树,华东:38.75%;华南:19.95%;西南:13.09%;华中:12.86%;华北:6.24%;西北:3.79%;其他业务(地区):3.3%;东北:2.02%
603738.SH,泰晶科技,华南:36.58%;华东:20.77%;境外:17.29%;其他业务(地区):13.24%;华中:7.03%;境内其他:5.08%
603739.SH,蔚蓝生物,境内:89.31%;境外:8.76%;其他业务(地区):1.93%
603755.SH,日辰股份,华东:62.96%;华北:23.63%;东北:7.18%;华南:3.07%;华中:1.89%;西南:0.75%;外销:0.35%;西北:0.15%;其他业务(地区):0.02%
603757.SH,大元泵业,国内:72.91%;国外:24.8%;其他业务(地区):2.29%
603758.SH,秦安股份,重庆市:74.2%;国内其他区域:24.51%;其他业务(地区):1.29%
603766.SH,隆鑫通用,国外:58.46%;国内:40.48%;其他业务(地区):1.07%
603767.SH,中马传动,境内:90.38%;外销:8.26%;其他业务(地区):1.36%
603768.SH,常青股份,华东地区:66.92%;其他业务(地区):17.36%;华北地区:8.24%;西北及华中地区:6.84%;西南地区:0.63%
603773.SH,沃格光电,境内:92.41%;境外:7.17%;其他业务(地区):0.42%
603776.SH,永安行,华东地区:83.04%;华中地区:8.74%;东北地区:2.6%;华北地区:2.21%;华南地区:1.65%;国外:0.96%;西北地区:0.6%;西南地区:0.2%
603777.SH,来伊份,上海地区:61.94%;江苏地区:27.02%;浙江地区:3.67%;安徽地区:3.48%;其他业务(地区):1.41%;京津地区:1.26%;深圳、重庆地区:0.65%;山东地区:0.58%
603778.SH,乾景园林,西南:29.58%;华北:22.85%;华南:22.26%;西北:15.39%;华东:7.8%;其他业务(地区):1.19%;东北:0.96%;华中:-0.03%
603779.SH,ST威龙,浙东销售区:25.24%;浙西销售区:21.94%;浙中销售区:18.28%;北方销售区:12.34%;南方销售区:7.76%;上海销售区:7.4%;其他业务(地区):4.51%;西北销售区:2.53%
603786.SH,科博达,国内:65.89%;国外:32.85%;其他业务(地区):1.27%
603787.SH,新日股份,其他业务(地区):30.27%;华东:27.23%;华中:13.72%;华北:11.43%;华南:5.12%;西北:4.48%;西南:4.46%;出口:2.53%;东北:0.76%
603788.SH,宁波高发,内销:96.57%;其他业务(地区):3.43%
603789.SH,星光农机,华东地区:24.49%;西北地区:19.94%;国外:18.69%;华中地区:18.46%;东北地区:14.58%;华北地区:1.52%;西南地区:0.88%;其他地区:0.76%;其他业务(地区):0.69%
603790.SH,雅运股份,华东地区:79.1%;海外:8.27%;华南地区:6.03%;华北地区:3.64%;国内其他地区:2.97%
603797.SH,联泰环保,湖南地区:62.32%;广东地区:37.68%
603798.SH,康普顿,华东:49.17%;华北:13.91%;华中:9.47%;西南:8.1%;西北:7.96%;东北:6.37%;华南:5.02%
603799.SH,华友钴业,境外:50.24%;境内:47.67%;其他业务(地区):2.09%
603800.SH,道森股份,美国:40.35%;境内销售:29.78%;其他境外:21.92%;其他业务(地区):7.95%
603801.SH,志邦家居,境内:93.54%;境外:3.65%;其他业务(地区):2.8%
603803.SH,瑞斯康达,境内:90.48%;国外:9.24%;其他业务(地区):0.28%
603806.SH,福斯特,内销:76.59%;外销:22.63%;其他业务(地区):0.78%
603808.SH,歌力思,境外地区:22.24%;华南地区:19.43%;其他业务(地区):14.53%;华东地区:13.06%;华北地区:9.02%;华中地区:6.86%;西南地区:5.49%;东北地区:4.17%;港澳台地区:2.82%;西北地区:2.36%
603809.SH,豪能股份,国内:89.57%;国外:9.25%;其他业务(地区):1.18%
603810.SH,丰山集团,国内:76.93%;国外:23.03%;其他业务(地区):0.04%
603811.SH,诚意药业,境内:93.71%;境外:6.09%;其他业务(地区):0.21%
603813.SH,原尚股份,西南:46.08%;华南:42.39%;华东:5.7%;华中:4.75%;东北:0.98%;华北:0.1%;其他业务(地区):0.01%
603815.SH,交建股份,安徽省内:81.59%;安徽省外:17.97%;其他业务(地区):0.43%
603816.SH,顾家家居,境内:54.96%;境外:41.53%;其他业务(地区):3.51%
603817.SH,海峡环保,福建省:93.15%;江苏省:4.69%;其他业务(地区):2.17%
603818.SH,曲美家居,国际:57.26%;华北地区:18.01%;华东地区:8.05%;华中地区:4.33%;东北地区:3.44%;西北地区:2.9%;其他业务(地区):2.86%;西南地区:1.72%;华南地区:1.43%
603819.SH,神力股份,内销:73.33%;外销:22.84%;其他业务(地区):3.82%
603822.SH,嘉澳环保,国内:63.38%;港澳台及海外:36.55%;其他业务(地区):0.07%
603823.SH,百合花,国内市场:77.02%;国外市场:22.98%
603825.SH,华扬联众,NaN
603826.SH,坤彩科技,境内:60.03%;境外:39.94%;其他业务(地区):0.03%
603828.SH,柯利达,江苏省内:50.73%;江苏省外:49.01%;其他业务(地区):0.27%
603829.SH,洛凯股份,国内:92.26%;其他业务(地区):4.14%;国外:3.6%
603833.SH,欧派家居,华东地区:29.18%;华南地区:19.02%;西南地区:13.76%;华北地区:13.05%;华中地区:10.19%;西北地区:5.95%;东北地区:5.4%;境外地区:2.22%;其他业务(地区):1.24%
603838.SH,四通股份,欧洲地区:35.6%;亚洲地区:35.14%;美洲地区:11.85%;大洋洲地区:6.29%;非洲地区:5.79%;中国地区:5.02%;其他业务(地区):0.3%
603839.SH,安正时尚,华东:37.15%;境外:22.79%;华北:9.96%;华南:7.82%;西南:7.51%;东北:7.39%;西北:4.56%;华中:2.44%;其他业务(地区):0.38%
603843.SH,正平股份,青海省外:78.28%;青海省内:21.71%;其他业务(地区):0.01%
603848.SH,好太太,南区:38.47%;电商:30.69%;北区:30.2%;其他业务(地区):0.63%
603855.SH,华荣股份,境内:85.18%;境外:10.63%;其他业务(地区):4.19%
603856.SH,东宏股份,华东:30.36%;华北:25.16%;其他业务(地区):18.26%;西北:16.53%;华中:5.1%;西南:2.25%;华南:1.14%;东北:0.82%;国外:0.38%
603858.SH,步长制药,华中大区:21.28%;华东大区:20.68%;华北大区:19.41%;东北大区:15.03%;西北大区:11.83%;西南大区:11.64%;其他业务(地区):0.08%;其他(出口):0.05%
603859.SH,能科股份,华东:31.94%;华北:22.6%;华中:11.53%;华南:10.37%;西南:7.44%;东北:5.78%;西北:5.17%;国外:5.16%
603860.SH,中公高科,NaN
603861.SH,白云电器,华南地区:40.47%;华北地区:23.17%;华东地区:14.15%;华中地区:7.33%;西南地区:6.19%;西北地区:4.16%;东北地区:3.6%;其他业务(地区):0.66%;境外:0.27%
603863.SH,松炀资源,广东:89.6%;福建:6.61%;其他地区:3.79%
603866.SH,桃李面包,东北地区:47.2%;华北地区:23.5%;华东地区:20.67%;西南地区:12.07%;西北地区:7.37%;华南地区:6.78%;华中地区:0.21%;内部抵销:-17.8%
603867.SH,新化股份,国内销售:69.13%;外销:29.48%;其他业务(地区):1.39%
603868.SH,飞科电器,中国大陆:98.87%;境外地区:0.96%;其他业务(地区):0.17%
603869.SH,新智认知,NaN
603871.SH,嘉友国际,NaN
603876.SH,鼎胜新材,内销:63.43%;外销:34.68%;其他业务(地区):1.89%
603877.SH,太平鸟,华东:37.11%;华北:20.55%;华中:17.58%;东北:7.27%;西南:6.73%;华南:4.9%;西北:4.89%;其他业务(地区):0.97%
603878.SH,武进不锈,内销:90.16%;外销:8.03%;其他业务(地区):1.82%
603879.SH,永悦科技,广东:53.78%;福建:30.26%;其他地区:14.49%;其他业务(地区):0.76%;外销:0.71%
603880.SH,南卫股份,境外:50.72%;境内:49.28%
603881.SH,数据港,浙江:38.25%;河北:22.9%;上海:22.29%;深圳:12.88%;其他业务(地区):2.89%;北京:0.8%
603882.SH,金域医学,西南片区:27.67%;华南片区:25.05%;华东片区:16.13%;华北片区:13.09%;华中片区:11.58%;东北片区:6.49%
603883.SH,老百姓,华中区域:37.4%;华东区域:27.83%;西北区域:15.71%;华北区域:11.59%;华南区域:7.47%
603885.SH,吉祥航空,国内航线:79.53%;港澳台及海外:19.44%;其他业务(地区):1.03%
603886.SH,元祖股份,大陆地区:90.92%;其他业务(地区):8.23%;港澳台及海外:0.85%
603887.SH,城地香江,除上海以外的华东地区:60.53%;华南:25.62%;华北:8.24%;西南:2.27%;华中:1.54%;西北:1.02%;东北:0.48%;其他业务(地区):0.3%
603888.SH,新华网,国内:103.35%;国外:1.61%;减:内部抵销(地区):-4.96%
603889.SH,新澳股份,境内:61.16%;境外:36.71%;其他业务(地区):2.13%
603890.SH,春秋电子,国外:72.96%;境内(内销):26.18%;其他业务(地区):0.86%
603893.SH,瑞芯微,中国大陆:58.45%;港澳台地区及海外地区:41.53%;其他业务(地区):0.02%
603895.SH,天永智能,华东:45.47%;东北:14.56%;华北:10.63%;西南:10.38%;华中:10.1%;西北:3.93%;华南:3.77%;海外:1.16%
603896.SH,寿仙谷,浙江省:63.09%;互联网销售:19.95%;浙江省外地区:15.66%;其他业务(地区):1.31%
603897.SH,长城科技,国内:98.34%;其他业务(地区):1.66%
603898.SH,好莱客,华东:29.7%;华中:19.59%;华南:14.78%;华北:12.94%;西南:12%;西北:5.9%;东北:3.21%;其他业务(地区):1.88%
603899.SH,晨光文具,中国:98.28%;其他国家或地区:1.71%;其他业务(地区):0.01%
603900.SH,莱绅通灵,江苏:62.74%;鲁皖豫:23.38%;沪浙闽:7.32%;其他地区:3.25%;其他业务(地区):1.76%;京津冀晋:1.56%
603901.SH,永创智能,国内:86.25%;国外:13.2%;其他业务(地区):0.54%
603903.SH,中持股份,华北地区:45.75%;华中地区:24.67%;华东地区:22.84%;西北地区:3.72%;华南地区:2.07%;东北地区:0.5%;西南地区:0.46%
603906.SH,龙蟠科技,华东地区:49.27%;华北地区:13.45%;华中地区:10.13%;西南地区:7.75%;华南地区:6.89%;东北地区:6.02%;西北地区:3.74%;其他业务(地区):2.52%;外销:0.22%
603908.SH,牧高笛,国外:70.35%;国内:29.31%;其他业务(地区):0.33%
603909.SH,合诚股份,福建省:59.32%;其他地区:40.23%;其他业务(地区):0.44%
603912.SH,佳力图,境内销售:94.54%;其他业务(地区):3.38%;境外:2.08%
603915.SH,国茂股份,国内销售:98.91%;其他业务(地区):1.08%;国外:0.01%
603916.SH,苏博特,华东区:39.2%;西部区:13.75%;华中区:13.41%;西南区:9.6%;北方区:8.65%;东南区:7.94%;华南区:4.81%;其他地区:2.02%;其他业务(地区):0.62%
603917.SH,合力科技,内销收入:82.78%;出口收入:15.4%;其他业务(地区):1.82%
603918.SH,金桥信息,华东:58.06%;中南:16.71%;华北:13.49%;西南:11.74%
603919.SH,金徽酒,甘肃东南部:36.88%;兰州周边:29.48%;其他地区:12.77%;甘肃中部:12.22%;甘肃西部:7.63%;其他业务(地区):1.02%
603920.SH,世运电路,境外:89.12%;境内:8.42%;其他业务(地区):2.46%
603922.SH,金鸿顺,国内:93.79%;其他业务(地区):5.6%;境外:0.61%
603926.SH,铁流股份,国外:32.05%;华东:26.48%;西南:11.36%;华南:9.84%;华中:6.65%;华北:4.52%;东北:4.08%;其他业务(地区):3.24%;西北:1.79%
603927.SH,中科软,华北:57.97%;华东:15.35%;华南:7.4%;西北:5.82%;西南:5.81%;中国大陆以外:2.98%;东北:2.52%;华中:1.91%;其他业务(地区):0.23%
603928.SH,兴业股份,国内:97.95%;其他业务(地区):1.32%;海外市场:0.73%
603929.SH,亚翔集成,国内:95.96%;新加坡:1.7%;越南:1.62%;其他业务(地区):0.72%
603931.SH,格林达,境外:34.22%;华东:21.71%;西南:14.89%;华南:14.65%;华北:10.76%;华中及东北:3.73%;其他业务(地区):0.04%
603933.SH,睿能科技,华东地区:44.48%;华南地区:35.4%;港澳台及海外:10.07%;华北地区:2.9%;华中地区:2.86%;西南地区:2.04%;西北地区:0.83%;其他业务(地区):0.76%;东北地区:0.67%
603936.SH,博敏电子,境内销售:78.04%;境外销售:18.07%;其他业务(地区):3.9%
